STT,SBD,MA_TINH,TOAN,VAN,LI,HOA,SINH,SU,DIA,KTPL,T_ANH,A00,A01,B00,C00,D01
606089,28036071,28,6.75,6.25,7.25,,,,,,,,,,,
606090,28036072,28,5.1,8.75,,,,5.5,,,6.25,,,,,20.1
606091,28036073,28,5.25,8.75,,,,,9.0,9.5,,,,,,
606092,28036074,28,5.35,8.75,,,,,,9.5,6.25,,,,,20.35
606093,28036075,28,4.1,6.75,,4.35,4.7,,,,,,,13.149999999999999,,
606094,28036076,28,4.1,7.25,,,,,6.0,8.25,,,,,,
606095,28036077,28,6.25,8.0,9.0,8.5,,,,,,23.75,,,,
606096,28036078,28,3.75,7.5,,,,5.0,,6.0,,,,,,
606097,28036079,28,6.35,8.5,,,,,,5.5,5.75,,,,,20.6
606098,28036080,28,6.35,8.5,6.1,,,,,,6.0,,18.45,,,20.85
606099,28036081,28,3.5,7.0,,,,5.25,,6.0,,,,,,
606100,28036082,28,4.0,4.75,,,,6.0,6.35,,,,,,17.1,
606101,28036083,28,4.1,8.25,,,,,,9.0,3.25,,,,,15.6
606102,28036084,28,4.75,7.5,,,,,4.95,7.75,,,,,,
606103,28036085,28,4.75,8.5,,,,9.0,,,4.0,,,,,17.25
606104,28036086,28,7.5,7.75,,,,,,9.25,6.5,,,,,21.75
606105,28036087,28,1.6,6.0,,,,6.0,3.85,,,,,,15.85,
606106,28036088,28,4.75,7.5,,,,,,7.75,2.5,,,,,14.75
606107,28036089,28,4.85,5.0,,,,3.75,3.5,,,,,,12.25,
606108,28036090,28,3.6,8.5,,,,,6.75,7.0,,,,,,
606109,28036091,28,5.85,8.25,,,,9.0,9.75,,,,,,27.0,
606110,28036092,28,5.35,8.5,,,,7.0,9.25,,,,,,24.75,
606111,28036093,28,8.0,8.75,6.1,,,,,,7.0,,21.1,,,23.75
606112,28036094,28,4.25,8.0,,,,6.5,7.0,,,,,,21.5,
606113,28036095,28,5.75,9.25,,,,,,9.5,6.75,,,,,21.75
606114,28036096,28,4.6,8.5,8.25,,,,,,3.5,,16.35,,,16.6
606115,28036097,28,7.5,8.25,7.5,7.25,,,,,,22.25,,,,
606116,28036098,28,1.35,6.25,,,,5.85,5.45,,,,,,17.55,
606117,28036099,28,4.25,7.75,,,,7.0,8.35,,,,,,23.1,
606118,28036100,28,5.5,8.0,6.25,,,,,,4.0,,15.75,,,17.5
606119,28036101,28,2.35,8.5,,,,,6.1,8.25,,,,,,
606120,28036102,28,7.75,8.0,,,,,,7.35,4.5,,,,,20.25
606121,28036103,28,5.75,9.0,4.75,,,,,,4.25,,14.75,,,19.0
606122,28036104,28,9.0,8.25,9.5,8.25,,,,,,26.75,,,,
606123,28036105,28,7.1,8.0,6.75,,,,,,3.0,,16.85,,,18.1
606124,28036106,28,7.5,8.0,7.0,,,,,,4.0,,18.5,,,19.5
606125,28036107,28,6.5,7.75,5.5,,,,,,7.25,,19.25,,,21.5
606126,28036108,28,9.0,7.5,9.0,8.75,,,,,,26.75,,,,
606127,28036109,28,7.0,8.25,6.5,,,,,,6.0,,19.5,,,21.25
606128,28036110,28,5.5,8.0,8.0,6.25,,,,,,19.75,,,,
606129,28036111,28,5.5,8.75,,,,,,7.75,6.0,,,,,20.25
606130,28036112,28,8.0,7.25,,,8.0,,,,6.0,,,,,21.25
606131,28036113,28,3.35,7.5,,,,5.5,,8.0,,,,,,
606132,28036114,28,8.0,7.25,,9.25,8.0,,,,,,,25.25,,
606133,28036115,28,4.25,7.25,,,,,9.0,8.25,,,,,,
606134,28036116,28,6.25,8.25,5.6,5.85,,,,,,17.7,,,,
606135,28036117,28,2.35,6.5,,,,5.25,,8.0,,,,,,
606136,28036118,28,3.1,6.0,,,,4.6,4.75,,,,,,15.35,
606137,28036119,28,9.0,8.25,9.25,,,,,,7.75,,26.0,,,25.0
606138,28036120,28,4.25,8.0,,,,,7.0,7.5,,,,,,
606139,28036121,28,5.75,8.75,6.75,5.6,,,,,,18.1,,,,
606140,28036122,28,4.6,7.25,,3.25,5.5,,,,,,,13.35,,
606141,28036123,28,4.1,7.5,,,,,5.25,7.25,,,,,,
606142,28036124,28,3.75,8.0,,,,,8.25,8.25,,,,,,
606143,28036125,28,6.25,8.25,8.5,,,,,,6.0,,20.75,,,20.5
606144,28036126,28,5.5,7.5,6.6,,,,,,,,,,,
606145,28036127,28,3.0,5.0,,,,6.25,6.0,,,,,,17.25,
606146,28036128,28,5.25,7.5,5.25,,,,,,3.5,,14.0,,,16.25
606147,28036129,28,5.1,7.0,5.25,4.35,,,,,,14.7,,,,
606148,28036130,28,8.5,8.0,9.25,9.5,,,,,,27.25,,,,
606149,28036131,28,4.25,7.5,,,,7.25,,7.25,,,,,,
606150,28036132,28,8.0,9.0,,8.25,,,,,5.75,,,,,22.75
606151,28036133,28,4.75,5.5,7.75,4.75,,,,,,17.25,,,,
606152,28036134,28,7.75,7.75,6.5,,,,,,8.75,,23.0,,,24.25
606153,28036135,28,3.85,6.25,,,,3.95,5.35,,,,,,15.549999999999999,
606154,28036136,28,4.35,7.5,5.75,4.0,,,,,,14.1,,,,
606155,28036137,28,6.25,8.0,5.75,,,,,,3.5,,15.5,,,17.75
606156,28036138,28,5.85,9.0,,,,,,9.25,7.25,,,,,22.1
606157,28036139,28,4.85,7.25,3.0,4.35,,,,,,12.2,,,,
606158,28036140,28,5.0,8.0,,,,,5.75,7.5,,,,,,
606159,28036141,28,5.35,9.0,,,,,7.85,,4.75,,,,,19.1
606160,28036142,28,5.35,7.5,6.5,4.25,,,,,,16.1,,,,
606161,28036143,28,5.25,7.75,,,,8.25,,,5.25,,,,,18.25
606162,28036144,28,8.75,7.75,9.0,,,,,,9.0,,26.75,,,25.5
606163,28036145,28,7.5,9.0,7.35,,,,,,5.0,,19.85,,,21.5
606164,28036146,28,2.35,5.0,,,,4.75,4.45,,,,,,14.2,
606165,28036147,28,3.25,6.75,,,,5.5,,6.5,,,,,,
606166,28036148,28,4.6,8.0,,,,8.25,,,6.0,,,,,18.6
606167,28036149,28,4.25,8.25,,,,5.1,,,3.0,,,,,15.5
606168,28036150,28,5.75,8.5,,,,,,8.5,3.5,,,,,17.75
606169,28036151,28,2.35,5.5,,,,3.35,3.25,,,,,,12.1,
606170,28036152,28,4.25,8.25,,,,,,9.75,2.75,,,,,15.25
606171,28036153,28,5.75,8.5,4.6,,,,,,5.75,,16.1,,,20.0
606172,28036154,28,4.75,8.75,,,,,,7.0,5.0,,,,,18.5
606173,28036155,28,5.0,8.0,,,,,,6.0,4.0,,,,,17.0
606174,28036156,28,6.25,7.0,7.0,,,,,,6.0,,19.25,,,19.25
606175,28036157,28,5.35,7.0,8.5,7.75,,,,,,21.6,,,,
606176,28036158,28,2.35,7.25,,,,3.75,3.35,,,,,,14.35,
606177,28036159,28,3.25,8.25,,,,5.75,,7.25,,,,,,
606178,28036160,28,4.85,8.5,,,,6.5,5.5,,,,,,20.5,
606179,28036161,28,3.35,4.75,,,,4.1,5.6,,,,,,14.45,
606180,28036162,28,2.0,5.5,,,,3.5,3.1,,,,,,12.1,
606181,28036163,28,6.75,8.0,,6.35,8.0,,,,,,,21.1,,
606182,28036164,28,2.75,5.75,,,,4.35,5.0,,,,,,15.1,
606183,28036165,28,6.0,7.75,,,,7.5,8.75,,,,,,24.0,
606184,28036166,28,2.2,5.0,,,,3.45,4.75,,,,,,13.2,
606185,28036167,28,5.6,8.25,7.0,,,,,,4.0,,16.6,,,17.85
606186,28036168,28,1.45,4.0,,,,4.75,4.35,,,,,,13.1,
606187,28036169,28,3.85,7.0,,4.0,6.0,,,,,,,13.85,,
606188,28036170,28,3.75,6.75,5.25,5.0,,,,,,14.0,,,,
606189,28036171,28,2.25,5.0,,,,5.75,3.5,,,,,,14.25,
606190,28036172,28,3.35,6.5,,,,5.25,,8.75,,,,,,
606191,28036173,28,3.35,4.17,,,,3.75,4.1,,,,,,12.02,
606192,28036174,28,8.5,6.0,8.0,7.75,,,,,,24.25,,,,
606193,28036175,28,3.25,6.0,,,,7.0,5.85,,,,,,18.85,
606194,28036176,28,4.75,8.25,,,,8.25,8.5,,,,,,25.0,
606195,28036177,28,9.0,7.75,9.5,,,,,,8.0,,26.5,,,24.75
606196,28036178,28,4.1,8.25,,,,,7.0,,,,,,,
606197,28036179,28,6.0,7.0,,,,,8.25,9.0,,,,,,
606198,28036180,28,9.0,8.0,9.25,,,,,,8.25,,26.5,,,25.25
606199,28036181,28,5.0,7.75,,,,,8.25,9.25,,,,,,
606200,28036182,28,5.5,8.5,4.75,,,,,,6.5,,16.75,,,20.5
606201,28036183,28,2.5,3.0,,,,4.35,2.5,,,,,,9.85,
606202,28036184,28,6.5,8.0,,,,8.5,9.25,,,,,,25.75,
606203,28036185,28,8.0,6.75,7.1,4.1,,,,,,19.2,,,,
606204,28036186,28,4.0,7.0,5.25,3.75,,,,,,13.0,,,,
606205,28036187,28,4.35,7.5,6.5,,,,,,7.25,,18.1,,,19.1
606206,28036188,28,6.6,7.25,8.25,3.35,,,,,,18.2,,,,
606207,28036189,28,4.25,6.0,,,,4.75,4.35,,,,,,15.1,
606208,28036190,28,4.0,6.5,,,,6.35,5.1,,,,,,17.95,
606209,28036191,28,4.35,4.0,,,,7.25,9.25,,,,,,20.5,
606210,28036192,28,6.25,6.5,8.75,6.5,,,,,,21.5,,,,
606211,28036193,28,4.75,6.25,,,,,5.5,7.6,,,,,,
606212,28036194,28,4.5,8.75,,,,8.0,8.5,,,,,,25.25,
606213,28036195,28,3.0,6.0,5.25,3.75,,,,,,12.0,,,,
606214,28036196,28,5.25,8.0,,,,,6.75,7.0,,,,,,
606215,28036197,28,9.0,6.75,9.25,9.5,,,,,,27.75,,,,
606216,28036198,28,5.85,6.0,,6.6,6.5,,,,,,,18.95,,
606217,28036199,28,5.75,8.0,7.5,4.75,,,,,,18.0,,,,
606218,28036200,28,3.1,5.5,,,,5.75,5.1,,,,,,16.35,
606219,28036201,28,4.0,7.0,,,,,,8.25,4.0,,,,,15.0
606220,28036202,28,5.25,7.75,,,,,4.75,8.25,,,,,,
606221,28036203,28,3.1,4.0,,,,3.25,2.7,,,,,,9.95,
606222,28036204,28,8.0,7.5,,8.75,8.5,,,,,,,25.25,,
606223,28036205,28,2.85,6.0,,,,3.95,4.7,,,,,,14.649999999999999,
606224,28036206,28,4.1,5.5,4.85,3.75,,,,,,12.7,,,,
606225,28036207,28,5.25,8.25,7.25,4.7,,,,,,17.2,,,,
606226,28036208,28,7.1,8.5,8.5,,,,,,6.5,,22.1,,,22.1
606227,28036209,28,8.0,6.5,10.0,9.0,,,,,,27.0,,,,
606228,28036210,28,3.45,8.0,,,,6.5,3.35,,,,,,17.85,
606229,28036211,28,4.75,7.25,6.25,2.7,,,,,,13.7,,,,
606230,28036212,28,8.0,9.0,,7.25,,,,,5.25,,,,,22.25
606231,28036214,28,3.35,8.0,,,,,6.35,8.75,,,,,,
606232,28036215,28,9.0,7.25,9.25,7.5,,,,,,25.75,,,,
606233,28036216,28,4.25,4.25,,,,4.6,4.35,,,,,,13.2,
606234,28036217,28,4.1,7.0,4.5,3.6,,,,,,12.2,,,,
606235,28036218,28,9.0,7.5,,8.0,7.35,,,,,,,24.35,,
606236,28036219,28,2.85,5.25,,,,4.85,6.25,,,,,,16.35,
606237,28036220,28,2.6,4.5,,,,3.45,3.85,,,,,,11.8,
606238,28036221,28,5.25,8.75,6.75,3.1,,,,,,15.1,,,,
606239,28036222,28,5.25,8.0,9.75,8.0,,,,,,23.0,,,,
606240,28036223,28,3.6,6.5,5.5,5.75,,,,,,14.85,,,,
606241,28036224,28,4.25,7.75,4.85,,,,,,7.25,,16.35,,,19.25
606242,28036225,28,2.75,8.0,,,,,5.5,8.5,,,,,,
606243,28036226,28,4.75,7.75,6.75,3.85,,,,,,15.35,,,,
606244,28036227,28,2.0,4.0,,,,4.5,4.85,,,,,,13.35,
606245,28036228,28,2.6,7.75,,,,4.75,4.6,,,,,,17.1,
606246,28036229,28,3.35,5.25,,,,5.0,3.1,,,,,,13.35,
606247,28036230,28,2.85,5.5,,,,6.25,6.25,,,,,,18.0,
606248,28036231,28,6.75,7.75,7.0,5.6,,,,,,19.35,,,,
606249,28036232,28,4.25,8.0,4.35,,,,,,4.25,,12.85,,,16.5
606250,28036233,28,2.5,5.75,,,,3.5,2.35,,,,,,11.6,
606251,28036234,28,4.25,6.5,,,,5.85,6.25,,,,,,18.6,
606252,28036235,28,3.7,6.0,,,,,7.1,8.0,,,,,,
606253,28036236,28,4.35,4.25,,,,6.25,5.6,,,,,,16.1,
606254,28036237,28,9.0,7.0,8.25,,,,,,5.5,,22.75,,,21.5
606255,28036238,28,2.35,8.5,,,,7.25,5.1,,,,,,20.85,
606256,28036239,28,5.85,8.0,6.5,,,,,,5.0,,17.35,,,18.85
606257,28036240,28,3.35,4.0,,,,3.75,4.1,,,,,,11.85,
606258,28036241,28,6.25,8.25,,,,,,9.75,7.25,,,,,21.75
606259,28036242,28,5.35,8.75,,,,9.0,5.6,,,,,,23.35,
606260,28036243,28,4.35,6.0,3.75,4.0,,,,,,12.1,,,,
606261,28036244,28,4.2,4.5,,,,4.25,3.95,,,,,,12.7,
606262,28036245,28,4.1,7.25,,,,,6.25,8.0,,,,,,
606263,28036246,28,6.6,6.5,6.0,5.0,,,,,,17.6,,,,
606264,28036247,28,3.0,6.5,,,,3.6,2.95,,,,,,13.05,
606265,28036248,28,3.6,5.75,,,,3.1,4.2,,,,,,13.05,
606266,28036249,28,3.75,5.25,,,,5.25,3.7,,,,,,14.2,
606267,28036250,28,4.75,7.5,,,,5.35,5.5,,,,,,18.35,
606268,28036251,28,2.75,7.25,,,,,,7.25,2.0,,,,,12.0
606269,28036252,28,3.0,5.5,,,,,6.5,7.0,,,,,,
606270,28036253,28,4.75,8.0,,,,8.5,9.0,,,,,,25.5,
606271,28036254,28,8.5,6.75,9.75,,,,,,9.25,,27.5,,,24.5
606272,28036255,28,5.5,8.25,4.0,6.5,,,,,,16.0,,,,
606273,28036256,28,4.5,5.5,4.75,3.25,,,,,,12.5,,,,
606274,28036257,28,4.25,6.5,,,,,,7.0,5.25,,,,,16.0
606275,28036258,28,6.5,9.0,,,,,,9.0,4.25,,,,,19.75
606276,28036259,28,4.5,8.0,,,,4.3,,7.75,,,,,,
606277,28036260,28,7.0,7.75,6.5,5.25,,,,,,18.75,,,,
606278,28036261,28,5.25,8.5,,,,5.5,,,8.5,,,,,22.25
606279,28036262,28,4.6,8.0,,,,8.0,,8.75,,,,,,
606280,28036263,28,3.85,8.75,,,,5.5,,,2.75,,,,,15.35
606281,28036264,28,8.0,9.0,6.5,,,,,,6.0,,20.5,,,23.0
606282,28036265,28,4.5,8.5,,,,8.5,6.85,,,,,,23.85,
606283,28036266,28,8.0,8.75,6.6,,,,,,6.0,,20.6,,,22.75
606284,28036267,28,3.0,7.75,,,,,9.25,8.75,,,,,,
606285,28036268,28,1.95,7.0,3.85,2.85,,,,,,8.65,,,,
606286,28036269,28,5.25,7.75,,,,,8.25,8.75,,,,,,
606287,28036270,28,4.25,5.25,,,,6.0,6.75,,,,,,18.0,
606288,28036271,28,3.85,8.0,,,,6.25,7.0,,,,,,21.25,
606289,28036272,28,5.75,7.5,6.5,,,,,,4.25,,16.5,,,17.5
606290,28036273,28,1.6,6.5,,,,5.0,3.35,,,,,,14.85,
606291,28036274,28,2.1,7.0,,,,1.95,3.35,,,,,,12.299999999999999,
606292,28036275,28,3.0,7.5,,,,,6.25,6.75,,,,,,
606293,28036276,28,8.5,8.25,,,,,,8.0,4.75,,,,,21.5
606294,28036277,28,4.25,7.75,,,,,7.75,,2.25,,,,,14.25
606295,28036278,28,2.5,6.0,,,,7.0,5.0,,,,,,18.0,
606296,28036279,28,7.5,6.5,7.5,5.75,,,,,,20.75,,,,
606297,28036280,28,2.6,6.0,,,,3.25,3.85,,,,,,13.1,
606298,28036281,28,1.95,3.5,,,,4.75,3.2,,,,,,11.45,
606299,28036282,28,3.5,8.25,,,,,,6.75,5.0,,,,,16.75
606300,28036283,28,4.1,8.25,,,,7.35,,8.0,,,,,,
606301,28036284,28,2.85,6.75,,,,4.5,5.35,,,,,,16.6,
606302,28036285,28,6.75,6.5,6.5,,,,,,,,,,,
606303,28036286,28,6.5,8.75,,,,,,8.75,4.75,,,,,20.0
606304,28036287,28,2.45,6.5,,,,4.6,4.1,,,,,,15.2,
606305,28036288,28,9.0,8.5,9.75,9.0,,,,,,27.75,,,,
606306,28036289,28,3.25,6.75,,3.85,4.95,,,,,,,12.05,,
606307,28036290,28,9.0,8.75,8.75,8.5,,,,,,26.25,,,,
606308,28036291,28,8.0,6.0,7.75,4.75,,,,,,20.5,,,,
606309,28036292,28,6.0,8.5,,,,,9.5,,6.0,,,,,20.5
606310,28036293,28,2.85,6.0,,,,4.7,3.25,,,,,,13.95,
606311,28036294,28,8.5,8.75,,,,,,9.25,6.0,,,,,23.25
606312,28036295,28,3.5,8.25,,,,3.85,,6.75,,,,,,
606313,28036296,28,7.0,7.5,,,,,,8.75,4.25,,,,,18.75
606314,28036297,28,5.85,8.5,,,,,,9.0,4.75,,,,,19.1
606315,28036298,28,7.0,8.0,,,,,,9.25,4.25,,,,,19.25
606316,28036299,28,1.85,5.0,,,,6.0,3.6,,,,,,14.6,
606317,28036300,28,4.0,8.0,,4.2,3.75,,,,,,,11.95,,
606318,28036301,28,1.95,4.5,,,,4.35,5.5,,,,,,14.35,
606319,28036302,28,5.25,8.0,,,,9.25,9.0,,,,,,26.25,
606320,28036303,28,3.2,7.25,,,,,7.5,8.0,,,,,,
606321,28036304,28,6.5,7.5,7.6,5.1,,,,,,19.2,,,,
606322,28036305,28,4.25,5.0,,,,5.5,5.5,,,,,,16.0,
606323,28036306,28,6.35,8.0,,,,7.75,,,5.0,,,,,19.35
606324,28036307,28,2.85,4.25,,,,4.6,5.1,,,,,,13.95,
606325,28036308,28,2.6,6.0,,,,4.85,4.85,,,,,,15.7,
606326,28036309,28,3.75,7.0,4.1,4.5,,,,,,12.35,,,,
606327,28036310,28,2.85,7.25,,,,5.75,,7.75,,,,,,
606328,28036311,28,3.85,7.25,5.25,2.85,,,,,,11.95,,,,
606329,28036312,28,4.75,7.5,,,,,8.0,8.0,,,,,,
606330,28036313,28,2.2,4.0,,,,5.5,3.0,,,,,,12.5,
606331,28036314,28,2.2,8.0,,,,5.75,,7.0,,,,,,
606332,28036315,28,4.35,8.5,,,,5.75,,,6.0,,,,,18.85
606333,28036316,28,9.0,7.58,9.75,8.75,,,,,,27.5,,,,
606334,28036317,28,6.25,5.5,5.25,5.1,,,,,,16.6,,,,
606335,28036318,28,1.85,5.5,,,,4.75,3.6,,,,,,13.85,
606336,28036319,28,3.6,8.5,,,,8.75,9.25,,,,,,26.5,
606337,28036320,28,3.75,5.25,,,,8.0,7.25,,,,,,20.5,
606338,28036321,28,3.75,6.75,,,,,,7.5,3.0,,,,,13.5
606339,28036322,28,8.25,8.25,8.25,5.0,,,,,,21.5,,,,
606340,28036323,28,7.5,7.0,7.75,,,,,,8.5,,23.75,,,23.0
606341,28036324,28,6.0,7.25,7.35,7.75,,,,,,21.1,,,,
606342,28036325,28,3.85,8.5,,,,5.35,,7.25,,,,,,
606343,28036326,28,6.2,8.0,9.0,,,,,,5.5,,20.7,,,19.7
606344,28036327,28,4.75,7.5,,,,7.5,7.75,,,,,,22.75,
606345,28036328,28,4.35,9.0,,,,8.0,,,4.75,,,,,18.1
606346,28036329,28,4.5,8.0,3.05,,,,,,3.75,,11.3,,,16.25
606347,28036330,28,7.5,8.25,6.5,,,,,,6.75,,20.75,,,22.5
606348,28036331,28,3.0,4.25,,,,2.0,5.85,,,,,,12.1,
606349,28036332,28,3.25,8.75,,,,6.1,5.75,,,,,,20.6,
606350,28036333,28,1.95,6.5,,,,2.85,5.5,,,,,,14.85,
606351,28036334,28,5.0,8.5,,,,7.75,,,4.75,,,,,18.25
606352,28036335,28,4.75,8.25,,,,4.8,,8.75,,,,,,
606353,28036336,28,5.25,8.5,,,,,,9.25,5.5,,,,,19.25
606354,28036337,28,3.0,5.5,,,,3.75,4.6,,,,,,13.85,
606355,28036338,28,2.1,7.5,,,,3.25,3.7,,,,,,14.45,
606356,28036339,28,7.5,7.5,9.0,5.5,,,,,,22.0,,,,
606357,28036340,28,7.5,8.75,9.75,8.0,,,,,,25.25,,,,
606358,28036341,28,5.25,5.75,6.1,5.5,,,,,,16.85,,,,
606359,28036342,28,4.0,6.5,,,,6.75,7.6,,,,,,20.85,
606360,28036343,28,7.0,6.0,8.5,6.1,,,,,,21.6,,,,
606361,28036344,28,5.0,7.25,4.75,2.95,,,,,,12.7,,,,
606362,28036345,28,5.75,6.5,,2.2,5.85,,,,,,,13.8,,
606363,28036346,28,4.5,8.0,,,,,8.75,8.25,,,,,,
606364,28036347,28,4.25,8.5,,,,8.25,,9.0,,,,,,
606365,28036348,28,7.0,8.5,5.85,,,,,,5.5,,18.35,,,21.0
606366,28036349,28,4.75,8.75,,,,,8.0,7.75,,,,,,
606367,28036350,28,5.25,8.25,,,,,9.75,,4.75,,,,,18.25
606368,28036351,28,6.25,7.5,4.75,2.45,,,,,,13.45,,,,
606369,28036352,28,1.25,4.0,,,,3.1,3.25,,,,,,10.35,
606370,28036353,28,1.95,5.0,,,,4.1,4.25,,,,,,13.35,
606371,28036354,28,1.55,5.5,,,,5.85,6.0,,,,,,17.35,
606372,28036355,28,4.85,8.5,,,,7.1,9.25,,,,,,24.85,
606373,28036356,28,2.75,7.75,,,,6.25,,8.5,,,,,,
606374,28036357,28,2.45,5.0,,,,5.25,4.7,,,,,,14.95,
606375,28036358,28,8.5,6.0,9.75,6.5,,,,,,24.75,,,,
606376,28036359,28,4.25,7.5,,,,,,7.75,2.25,,,,,14.0
606377,28036360,28,8.0,7.5,9.25,6.75,,,,,,24.0,,,,
606378,28036361,28,6.75,8.75,8.5,6.0,,,,,,21.25,,,,
606379,28036362,28,0.95,4.92,,,,3.25,2.5,,,,,,10.67,
606380,28036363,28,3.85,6.5,,,,4.25,3.85,,,,,,14.6,
606381,28036364,28,5.1,6.5,6.25,4.6,,,,,,15.95,,,,
606382,28036365,28,4.1,7.75,6.25,6.5,,,,,,16.85,,,,
606383,28036366,28,3.35,8.0,,,,8.5,8.75,,,,,,25.25,
606384,28036367,28,4.35,8.0,4.35,,,,,,5.0,,13.7,,,17.35
606385,28036368,28,4.25,4.25,4.0,3.1,,,,,,11.35,,,,
606386,28036369,28,8.5,6.75,8.25,,,,,,5.75,,22.5,,,21.0
606387,28036370,28,6.5,5.92,8.5,5.75,,,,,,20.75,,,,
606388,28036371,28,3.25,8.75,,,,8.75,9.0,,,,,,26.5,
606389,28036372,28,5.5,8.25,,,,8.75,9.25,,,,,,26.25,
606390,28036373,28,5.0,7.75,,,,,,9.25,3.5,,,,,16.25
606391,28036374,28,4.85,7.75,,,,,8.5,,4.0,,,,,16.6
606392,28036375,28,5.5,8.5,6.25,4.5,,,,,,16.25,,,,
606393,28036376,28,2.1,4.75,,,,4.25,4.6,,,,,,13.6,
606394,28036377,28,3.1,5.25,,,,5.0,4.6,,,,,,14.85,
606395,28036378,28,7.0,9.25,,,,,,8.0,,,,,,
606396,28036379,28,6.0,8.5,6.35,3.95,,,,,,16.3,,,,
606397,28036380,28,5.25,8.75,,,,,8.75,,3.5,,,,,17.5
606398,28036381,28,7.5,9.0,5.75,,,,,,7.75,,21.0,,,24.25
606399,28036382,28,2.25,6.0,,,,5.7,3.5,,,,,,15.2,
606400,28036383,28,4.0,9.0,,,,8.5,,,5.75,,,,,18.75
606401,28036384,28,5.5,8.5,,,,,,7.75,4.25,,,,,18.25
606402,28036385,28,5.5,8.0,,,,,,9.25,5.0,,,,,18.5
606403,28036386,28,3.6,8.0,,,,8.5,9.0,,,,,,25.5,
606404,28036387,28,4.75,8.25,,,,,,8.5,5.0,,,,,18.0
606405,28036388,28,6.25,8.25,,,,8.6,9.0,,,,,,25.85,
606406,28036389,28,2.5,4.5,,,,3.6,3.1,,,,,,11.2,
606407,28036390,28,2.75,7.0,,,,5.2,5.6,,,,,,17.799999999999997,
606408,28036391,28,1.6,5.5,,,,3.1,4.25,,,,,,12.85,
606409,28036392,28,6.5,8.5,,,,8.75,9.25,,,,,,26.5,
606410,28036393,28,5.35,8.25,,,,8.75,,,5.75,,,,,19.35
606411,28036394,28,6.1,8.25,7.5,,,,,,6.0,,19.6,,,20.35
606412,28036395,28,5.25,7.0,7.0,5.5,,,,,,17.75,,,,
606413,28036396,28,7.75,8.0,5.75,,,,,,3.75,,17.25,,,19.5
606414,28036397,28,2.85,9.0,,,,8.5,9.25,,,,,,26.75,
606415,28036398,28,7.25,8.75,8.25,,,,,,7.0,,22.5,,,23.0
606416,28036399,28,7.0,8.5,6.1,,,,,,6.25,,19.35,,,21.75
606417,28036400,28,5.75,8.75,,,,5.25,6.25,,,,,,20.25,
606418,28036401,28,6.25,7.25,7.25,5.1,,,,,,18.6,,,,
606419,28036402,28,3.7,8.25,,,,6.25,,8.25,,,,,,
606420,28036403,28,4.45,8.5,,,,2.95,,,4.75,,,,,17.7
606421,28036404,28,2.85,7.5,,,,,4.6,7.0,,,,,,
606422,28036405,28,5.35,8.75,,,,8.75,,8.75,,,,,,
606423,28036406,28,5.25,8.5,,,,,,8.0,5.0,,,,,18.75
606424,28036407,28,6.25,8.75,,,,,8.5,8.25,,,,,,
606425,28036408,28,3.75,7.5,,,,,,8.25,3.5,,,,,14.75
606426,28036409,28,3.0,8.5,,,,8.5,,8.75,,,,,,
606427,28036410,28,5.5,8.0,,,,,,8.25,,,,,,
606428,28036411,28,6.75,8.0,9.25,7.0,,,,,,23.0,,,,
606429,28036412,28,5.5,7.75,,,,8.0,7.75,,,,,,23.5,
606430,28036413,28,3.35,6.75,,,,7.25,7.25,,,,,,21.25,
606431,28036414,28,6.5,8.5,,,,,,9.5,5.75,,,,,20.75
606432,28036415,28,6.0,8.5,,,,6.0,7.25,,,,,,21.75,
606433,28036416,28,8.0,7.75,8.0,,,,,,5.5,,21.5,,,21.25
606434,28036417,28,8.0,8.0,9.5,,,,,,6.75,,24.25,,,22.75
606435,28036418,28,5.0,7.0,,,,7.75,,,4.0,,,,,16.0
606436,28036419,28,2.7,6.25,,,,4.75,3.35,,,,,,14.35,
606437,28036420,28,1.55,8.25,,,,6.5,,7.75,,,,,,
606438,28036421,28,2.75,4.0,,,,4.5,4.6,,,,,,13.1,
606439,28036422,28,5.5,8.5,,,,,8.25,9.0,,,,,,
606440,28036423,28,3.0,8.0,,,,4.85,5.0,,,,,,17.85,
606441,28036424,28,3.1,8.0,,,,,,9.0,3.25,,,,,14.35
606442,28036425,28,8.0,7.75,7.5,6.0,,,,,,21.5,,,,
606443,28036426,28,6.25,9.0,,,,,9.25,,6.25,,,,,21.5
606444,28036427,28,4.0,9.0,4.0,,,,,,3.25,,11.25,,,16.25
606445,28036428,28,7.5,8.75,6.5,,,,,,7.75,,21.75,,,24.0
606446,28036429,28,7.75,8.25,8.0,7.25,,,,,,23.0,,,,
606447,28036430,28,4.0,7.0,,,,,,7.25,3.5,,,,,14.5
606448,28036431,28,6.0,6.5,6.75,5.75,,,,,,18.5,,,,
606449,28036432,28,1.95,6.25,,,,4.85,4.0,,,,,,15.1,
606450,28036433,28,2.35,6.25,,,,6.5,4.1,,,,,,16.85,
606451,28036434,28,9.0,8.0,10.0,8.75,,,,,,27.75,,,,
606452,28036435,28,7.0,6.75,9.0,7.75,,,,,,23.75,,,,
606453,28036436,28,7.0,8.0,9.25,7.0,,,,,,23.25,,,,
606454,28036437,28,3.75,7.5,4.5,4.6,,,,,,12.85,,,,
606455,28036438,28,7.0,8.25,7.1,6.0,,,,,,20.1,,,,
